text,label
It conveyed to my soul the idea of revolution—perhaps from its association in fancy with the burr of a mill wheel.,POE
I saw them fashion the syllables of my name; and I shuddered because no sound succeeded.,POE
In death—no! even in the grave all is not lost.,POE
How at least shall we distinguish its shadows from those of the tomb?,POE
Then a pause in which all is blank.,POE
"And now a full memory of the trial, of the judges, of the sable draperies, of the sentence, of the sickness, of the swoon.",POE
"It was not that I feared to look upon things horrible, but that I grew aghast lest there should be nothing to see.",POE
The sentence had passed; and it appeared to me that a very long interval of time had since elapsed.,POE
"Moreover, my dungeon, as well as all the condemned cells at Toledo, had stone floors, and light was not altogether excluded.",POE
I proceeded for many paces; but still all was blackness and vacancy.,POE
The mode and the hour were all that occupied or distracted me.,POE
"The difficulty, nevertheless, was but trivial; although, in the disorder of my fancy, it seemed at first insuperable.",POE
"I was too much exhausted to reflect upon this circumstance, but ate and drank with avidity.",POE
"Quitting the wall, I resolved to cross the area of the enclosure.",POE
"At the same time my forehead seemed bathed in a clammy vapor, and the peculiar smell of decayed fungus arose to my nostrils.",POE
"Another step before my fall, and the world had seen me no more.",POE
Neither could I forget what I had read of these pits—that the sudden extinction of life formed no part of their most horrible plan.,POE
"By a wild sulphurous lustre, the origin of which I could not at first determine, I was enabled to see the extent and aspect of the prison.",POE
"In my first attempt at exploration I had counted fifty-two paces, up to the period when I fell; I must then have been within a pace or two of the fragment of serge; in fact, I had nearly performed the circuit of the vault.",POE
"What I had taken for masonry seemed now to be iron, or some other metal, in huge plates, whose sutures or joints occasioned the depression.",POE
All this I saw indistinctly and by much effort—for my personal condition had been greatly changed during slumber.,POE
"Looking upward, I surveyed the ceiling of my prison.",POE
"Its sweep was brief, and of course slow.",POE
From this it required much effort and attention to scare them away.,POE
"Like a razor also, it seemed massy and heavy, tapering from the edge into a solid and broad structure above.",POE
I half smiled in my agony as I thought of such application of such a term.,POE
"And then I fell suddenly calm, and lay smiling at the glittering death, as a child at some rare bauble.",POE
"It was, as I say, a half formed thought—man has many such, which are never completed.",POE
It would fray the serge of my robe—it would return and repeat its operations—again—and again.,POE
To the right—to the left—far and wide—with the shriek of a damned spirit! to my heart with the stealthy pace of the tiger!,POE
"Could I have broken the fastenings above the elbow, I would have seized and attempted to arrest the pendulum.",POE
It was hope that prompted the nerve to quiver—the frame to shrink.,POE
The result of the slightest struggle how deadly!,POE
"The whole thought was now present—feeble, scarcely sane, scarcely definite,—but still entire.",POE
In their voracity the vermin frequently fastened their sharp fangs in my fingers.,POE
This seemed the signal for a general rush.,POE
"Yet one minute, and I felt that the struggle would be over.",POE
It had divided the serge of the robe.,POE
"For the moment, at least, I was free.",POE
"Something unusual—some change which, at first, I could not appreciate distinctly—it was obvious, had taken place in the apartment.",POE
"These colors had now assumed, and were momentarily assuming, a startling and most intense brilliancy, that gave to the spectral and fiendish portraitures an aspect that might have thrilled even firmer nerves than my own.",POE
There could be no doubt of the design of my tormentors—oh! most unrelenting! oh! most demoniac of men!,POE
"With a shriek, I rushed from the margin, and buried my face in my hands—weeping bitterly.",POE
The fearful difference quickly increased with a low rumbling or moaning sound.,POE
"And now, flatter and flatter grew the lozenge, with a rapidity that left me no time for contemplation.",POE
There was a harsh grating as of a thousand thunders!,POE
They are with propriety handled only when the severity and majesty of Truth sanctify and sustain them.,POE
"That the ghastly extremes of agony are endured by man the unit, and never by man the mass——for this let us thank a merciful God!",POE
They are only temporary pauses in the incomprehensible mechanism.,POE
"No one suspected, indeed, or had reason to suspect, that she was not actually dead.",POE
"At the expiration of this term it was opened for the reception of a sarcophagus; but, alas! how fearful a shock awaited the husband, who, personally, threw open the door!",POE
"While thus occupied, she probably swooned, or possibly died, through sheer terror; and, in failing, her shroud became entangled in some iron-work which projected interiorly.",POE
"Having passed with him some wretched years, she died—at least her condition so closely resembled death as to deceive every one who saw her.",POE
He bore her frantically to his lodgings in the village.,POE
"This claim she resisted, and a judicial tribunal sustained her in her resistance, deciding that the peculiar circumstances, with the long lapse of years, had extinguished, not only equitably, but legally, the authority of the husband.",POE
"On the Sunday following, the grounds of the cemetery were, as usual, much thronged with visitors, and about noon an intense excitement was created by the declaration of a peasant that, while sitting upon the grave of the officer, he had distinctly felt a commotion of the earth, as if occasioned by some one struggling beneath.",POE
"From what he related, it was clear that he must have been conscious of life for more than an hour, while inhumed, before lapsing into insensibility.",POE
"This occurred in 1831, and created, at the time, a very profound sensation wherever it was made the subject of converse.",POE
"One experiment succeeded another, and the customary effects supervened, with nothing to characterize them in any respect, except, upon one or two occasions, a more than ordinary degree of life-likeness in the convulsive action.",POE
"It was seen that Mr. Stapleton was alive, although in a swoon.",POE
"When we reflect how very rarely, from the nature of the case, we have it in our power to detect them, we must admit that they may frequently occur without our cognizance.",POE
What I have now to tell is of my own actual knowledge—of my own positive and personal experience.,POE
"Very usually he is saved from premature interment solely by the knowledge of his friends that he has been previously subject to catalepsy, by the consequent suspicion excited, and, above all, by the non-appearance of decay.",POE
My own case differed in no important particular from those mentioned in medical books.,POE
"Apart from the tendency to trance, however, my general health appeared to be good; nor could I perceive that it was at all affected by the one prevalent malady—unless, indeed, an idiosyncrasy in my ordinary sleep may be looked upon as superinduced.",POE
"When the grim Darkness overspread the Earth, then, with every horror of thought, I shook—shook as the quivering plumes upon the hearse.",POE
I could not see the figure of him who had aroused me.,POE
"Come with me into the outer Night, and let me unfold to thee the graves.",POE
"But, before I could find words to reply, the figure had ceased to grasp my wrist, the phosphoric lights expired, and the graves were closed with a sudden violence, while from out them arose a tumult of despairing cries, saying again: “Is it not—O, God, is it not a very pitiful sight?”",POE
"I even went so far as to fear that, as I occasioned much trouble, they might be glad to consider any very protracted attack as sufficient excuse for getting rid of me altogether.",POE
"There were arrangements also for the free admission of air and light, and convenient receptacles for food and water, within immediate reach of the coffin intended for my reception.",POE
Slowly—with a tortoise gradation—approached the faint gray dawn of the psychal day.,POE
"And now the memory has so far regained its dominion, that, in some measure, I am cognizant of my state.",POE
I dared not make the effort which was to satisfy me of my fate—and yet there was something at my heart which whispered me it was sure.,POE
"So far, I had not ventured to stir any of my limbs—but now I violently threw up my arms, which had been lying at length, with the wrists crossed.",POE
"I had fallen into a trance while absent from home—while among strangers—when, or how, I could not remember—and it was they who had buried me as a dog—nailed up in some common coffin—and thrust deep, deep, and for ever, into some ordinary and nameless grave.",POE
"“What do you mean by yowling in that ere kind of style, like a cattymount?” said a fourth; and hereupon I was seized and shaken without ceremony, for several minutes, by a junto of very rough-looking individuals.",POE
I slept in one of the only two berths in the vessel—and the berths of a sloop of sixty or twenty tons need scarcely be described.,POE
From the load itself came the earthly smell.,POE
I read no “Night Thoughts”—no fustian about churchyards—no bugaboo tales—such as this.,POE
"The flowers de luce, and the round sparks of dew That hung upon their azure leaves did shew Like twinkling stars that sparkle in the evening blue. —Giles Fletcher.",POE
"With opinions such as these my young friend, too, was fully imbued, and thus it is worthy of observation that the uninterrupted enjoyment which distinguished his life was, in great measure, the result of preconcert.",POE
"He instanced the ecstasies of the fox-hunter, and pointed to the tillers of the earth, the only people who, as a class, can be fairly considered happier than others.",POE
His family was one of the most illustrious of the empire.,POE
"Many attempts had been made to set aside this singular bequest; their ex post facto character rendered them abortive; but the attention of a jealous government was aroused, and a legislative act finally obtained, forbidding all similar accumulations.",POE
"There were some who even conceived that Mr. Ellison would divest himself of at least one-half of his fortune, as of utterly superfluous opulence—enriching whole troops of his relatives by division of his superabundance.",POE
"Upon the whole, whether happily or unhappily, he was thrown back, in very great measure, upon self.",POE
And may it not thus happen that many far greater than Milton have contentedly remained “mute and inglorious?”,POE
No definition had spoken of the landscape-gardener as of the poet; yet it seemed to my friend that the creation of the landscape-garden offered to the proper Muse the most magnificent of opportunities.,POE
"In the most enchanting of natural landscapes, there will always be found a defect or an excess—many excesses and defects.",POE
"The criticism which says, of sculpture or portraiture, that here nature is to be exalted or idealized rather than imitated, is in error.",POE
"His reasons, however, have not yet been matured into expression.",POE
It was Ellison who suggested that they were prognostic of death.,POE
"In the course of discussion, my friend quoted some passages from a writer on landscape-gardening who has been supposed to have well treated his theme: “There are properly but two styles of landscape-gardening, the natural and the artificial.",POE
"This is partly pleasing to the eye, by the show of order and design, and partly moral.",POE
"The phrase quoted may mean any thing, or nothing, and guides in no degree.",POE
"We may be instructed to build a “Cato,” but we are in vain told how to conceive a Parthenon or an “Inferno.”",POE
The principle expressed is incontrovertible—but there may be something beyond it.,POE
Perhaps the better course will be to unite the two in their extremes.,POE
There must remain with me a certain control over the extent and duration of my repose.,POE
"This panorama is indeed glorious, and I should rejoice in it but for the excess of its glory.",POE
In looking from the summit of a mountain we cannot help feeling abroad in the world.,POE
"During the forenoon he passed between shores of a tranquil and domestic beauty, on which grazed innumerable sheep, their white fleeces spotting the vivid green of rolling meadows.",POE
"The windings became more frequent and intricate, and seemed often as if returning in upon themselves, so that the voyager had long lost all idea of direction.",POE
"It was about two hundred yards in diameter, and girt in at all points but one—that immediately fronting the vessel as it entered—by hills equal in general height to the walls of the chasm, although of a thoroughly different character.",POE
It lies on the surface of the bay with the proud grace of a swan.,POE
"It advances with a gentle but gradually accelerated velocity, while the slight ripples it creates seem to break about the ivory side in divinest melody—seem to offer the only possible explanation of the soothing yet melancholy music for whose unseen origin the bewildered voyager looks around him in vain.",POE
"This plateau varies in width from ten to three hundred yards; reaching from the river-bank to a wall, fifty feet high, which extends, in an infinity of curves, but following the general direction of the river, until lost in the distance to the westward.",POE
"Down this new opening the eye cannot penetrate very far; for the stream, accompanied by the wall, still bends to the left, until both are swallowed up by the leaves.",POE
Its ponderous wings are slowly and musically expanded.,POE
Not that I cared much about the matter.,POE
"The tracks of which I speak were but faintly perceptible—having been impressed upon the firm, yet pleasantly moist surface of—what looked more like green Genoese velvet than any thing else.",POE
"One thing became more and more evident the longer I gazed: an artist, and one with a most scrupulous eye for form, had superintended all these arrangements.",POE
Its character did not undergo any material change.,POE
"Suddenly, therefore—and as if by the hand of magic—this whole valley and every thing in it became brilliantly visible.",POE
"Here a precipitous ledge of granite arose to a height of some ninety feet; and, as I have mentioned, the valley at this point was not more than fifty feet wide; but as the visitor proceeded southwardly from the cliff, he found on his right hand and on his left, declivities at once less high, less precipitous, and less rocky.",POE
"In the middle of this extent was a depression, level with the ordinary floor of the valley.",POE
One was an elm of fine size and exquisite form: it stood guard over the southern gate of the vale.,POE
"Conceive, closely congregated, a million of the largest and most resplendent tulips!",POE
I have spoken of two openings into the vale.,POE
"Its banks, of the emerald grass already described, rounded, rather than sloped, off into the clear heaven below; and so clear was this heaven, so perfectly, at times, did it reflect all objects above it, that where the true bank ended and where the mimic one commenced, it was a point of no little difficulty to determine.",POE
"From the southern extreme of the lake issued a continuation of the rivulet, which, after meandering for, perhaps, thirty yards, finally passed through the “depression” (already described) in the middle of the southern declivity, and tumbling down a sheer precipice of a hundred feet, made its devious and unnoticed way to the Hudson.",POE
"A very large mastiff seemed to be in vigilant attendance upon these animals, each and all.",POE
"At the turn, the stream, sweeping backward, made an almost circular loop, so as to form a peninsula which was very nearly an island, and which included about the sixteenth of an acre.",POE
The main building was about twenty-four feet long and sixteen broad—certainly not more.,POE
"Between the chief building and western wing arose a very tall and rather slender square chimney of hard Dutch bricks, alternately black and red:—a slight cornice of projecting bricks at the top.",POE
The blank wall of the eastern gable was relieved by stairs (with a balustrade) running diagonally across it—the ascent being from the south.,POE
"In one, a large wicker cylinder with a ring at top, revelled a mocking bird; in another an oriole; in a third the impudent bobolink—while three or four more delicate prisons were loudly vocal with canaries.",POE
"It was clear that I had wandered from the road to the village, and I had thus good traveller’s excuse to open the gate before me, and inquire my way, at all events; so, without more ado, I proceeded.",POE
"He not only shut his mouth and wagged his tail, but absolutely offered me his paw—afterward extending his civilities to Ponto.",POE
"I know not how it is, but this peculiar expression of the eye, wreathing itself occasionally into the lips, is the most powerful, if not absolutely the sole spell, which rivets my interest in woman.",POE
"West of this door was a single window, looking toward the brook.",POE
"Its expanse was relieved merely by three of Julien’s exquisite lithographs a trois crayons, fastened to the wall without frames.",POE
"On a triangular shelf in each angle of the room stood also a similar vase, varied only as to its lovely contents.",POE
The fair page now lying before me need not be sullied with my real appellation.,POE
"From comparatively trivial wickedness I passed, with the stride of a giant, into more than the enormities of an Elah-Gabalus.",POE
And is it therefore that he has never thus suffered?,POE
"Weak-minded, and beset with constitutional infirmities akin to my own, my parents could do but little to check the evil propensities which distinguished me.",POE
"These, moreover, utterly trivial, and even ridiculous in themselves, assume, to my fancy, adventitious importance, as connected with a period and a locality when and where I recognise the first ambiguous monitions of the destiny which afterwards so fully overshadowed me.",POE
"Oh, gigantic paradox, too utterly monstrous for solution!",POE
"It was level, and covered with fine hard gravel.",POE
From each room to every other there were sure to be found three or four steps either in ascent or descent.,POE
"It was a solid structure, with massy door, sooner than open which in the absence of the “Dominie,” we would all have willingly perished by the peine forte et dure.",POE
Upon mankind at large the events of very early existence rarely leave in mature age any definite impression.,POE
"This exception was found in the person of a scholar, who, although no relation, bore the same Christian and surname as myself;—a circumstance, in fact, little remarkable; for, notwithstanding a noble descent, mine was one of those everyday appellations which seem, by prescriptive right, to have been, time out of mind, the common property of the mob.",POE
I could only conceive this singular behavior to arise from a consummate self-conceit assuming the vulgar airs of patronage and protection.,POE
"They formed a motley and heterogeneous admixture;—some petulant animosity, which was not yet hatred, some esteem, more respect, much fear, with a world of uneasy curiosity.",POE
Wilson’s retaliations in kind were many; and there was one form of his practical wit that disturbed me beyond measure.,POE
"But, in truth, I had no reason to believe that (with the exception of the matter of relationship, and in the case of Wilson himself,) this similarity had ever been made a subject of comment, or even observed at all by our schoolfellows.",POE
"I had but one consolation—in the fact that the imitation, apparently, was noticed by myself alone, and that I had to endure only the knowing and strangely sarcastic smiles of my namesake himself.",POE
"As it was, I at length grew restive in the extreme under his distasteful supervision, and daily resented more and more openly what I considered his intolerable arrogance.",POE
"One night, about the close of my fifth year at the school, and immediately after the altercation just mentioned, finding every one wrapped in sleep, I arose from bed, and, lamp in hand, stole through a wilderness of narrow passages from my own bedroom to that of my rival.",POE
"Close curtains were around it, which, in the prosecution of my plan, I slowly and quietly withdrew, when the bright rays fell vividly upon the sleeper, and my eyes, at the same moment, upon his countenance.",POE
I gazed;—while my brain reeled with a multitude of incoherent thoughts.,POE
"The brief interval had been sufficient to enfeeble my remembrance of the events at Dr. Bransby’s, or at least to effect a material change in the nature of the feelings with which I remembered them.",POE
"Three years of folly, passed without profit, had but given me rooted habits of vice, and added, in a somewhat unusual degree, to my bodily stature, when, after a week of soulless dissipation, I invited a small party of the most dissolute students to a secret carousal in my chambers.",POE
"In this low and small room there hung no lamp; and now no light at all was admitted, save that of the exceedingly feeble dawn which made its way through the semi-circular window.",POE
"It was the pregnancy of solemn admonition in the singular, low, hissing utterance; and, above all, it was the character, the tone, the key, of those few, simple, and familiar, yet whispered syllables, which came with a thousand thronging memories of bygone days, and struck upon my soul with the shock of a galvanic battery.",POE
But in a brief period I ceased to think upon the subject; my attention being all absorbed in a contemplated departure for Oxford.,POE
"I soon found him of weak intellect, and, of course, marked him as a fitting subject for my skill.",POE
"The game, too, was my favorite écarté!",POE
"Glendinning had been represented to my eager inquiries as immeasurably wealthy; and the sums which he had as yet lost, although in themselves vast, could not, I supposed, very seriously annoy, much less so violently affect him.",POE
"The darkness, however, was now total; and we could only feel that he was standing in our midst.",POE
"In ceasing, he departed at once, and as abruptly as he had entered.",POE
"Any burst of indignation upon this discovery would have affected me less than the silent contempt, or the sarcastic composure, with which it was received.",POE
"Its fashion, too, was of my own fantastic invention; for I was fastidious to an absurd degree of coxcombry, in matters of this frivolous nature.",POE
"At Vienna, too—at Berlin—and at Moscow!",POE
"It was noticeable, indeed, that, in no one of the multiplied instances in which he had of late crossed my path, had he so crossed it except to frustrate those schemes, or to disturb those actions, which, if fully carried out, might have resulted in bitter mischief.",POE
"But, of late days, I had given myself up entirely to wine; and its maddening influence upon my hereditary temper rendered me more and more impatient of control.",POE
"With a too unscrupulous confidence she had previously communicated to me the secret of the costume in which she would be habited, and now, having caught a glimpse of her person, I was hurrying to make my way into her presence.",POE
"Follow me, or I stab you where you stand!”—and I broke my way from the ball-room into a small ante-chamber adjoining, dragging him unresistingly with me as I went.",POE
"I hastened to prevent an intrusion, and then immediately returned to my dying antagonist.",POE
"His mask and cloak lay, where he had thrown them, upon the floor.",POE
Above all was the sense of hearing acute.,POE
You should have seen how wisely I proceeded—with what caution—with what foresight—with what dissimulation I went to work!,POE
It took me an hour to place my whole head within the opening so far that I could see him as he lay upon his bed.,POE
A watch’s minute hand moves more quickly than did mine.,POE
"I had my head in, and was about to open the lantern, when my thumb slipped upon the tin fastening, and the old man sprang up in bed, crying out—“Who’s there?”",POE
"I knew what the old man felt, and pitied him, although I chuckled at heart.",POE
And it was the mournful influence of the unperceived shadow that caused him to feel—although he neither saw nor heard—to feel the presence of my head within the room.,POE
It was the beating of the old man’s heart.,POE
"It grew louder, I say, louder every moment!—do you mark me well?",POE
"With a loud yell, I threw open the lantern and leaped into the room.",POE
"If still you think me mad, you will think so no longer when I describe the wise precautions I took for the concealment of the body.",POE
"When I had made an end of these labors, it was four o’clock—still dark as midnight.",POE
"The old man, I mentioned, was absent in the country.",POE
"My head ached, and I fancied a ringing in my ears: but still they sat and still chatted.",POE
I talked more quickly—more vehemently; but the noise steadily increased.,POE
Anything was more tolerable than this derision!,POE
Overreaching the wide horizon as the rainbow!,POE
"The recollections of my earliest years are connected with that chamber, and with its volumes—of which latter I will say no more.",POE
Berenice!—I call upon her name—Berenice!—and from the gray ruins of memory a thousand tumultuous recollections are startled at the sound!,POE
"In the mean time my own disease—for I have been told that I should call it by no other appellation—my own disease, then, grew rapidly upon me, and assumed finally a monomaniac character of a novel and extraordinary form—hourly and momently gaining vigor—and at length obtaining over me the most incomprehensible ascendancy.",POE
"The meditations were never pleasurable; and, at the termination of the reverie, the first cause, so far from being out of sight, had attained that supernaturally exaggerated interest which was the prevailing feature of the disease.",POE
"True to its own character, my disorder revelled in the less important but more startling changes wrought in the physical frame of Berenice—in the singular and most appalling distortion of her personal identity.",POE
Was it my own excited imagination—or the misty influence of the atmosphere—or the uncertain twilight of the chamber—or the gray draperies which fell around her figure—that caused in it so vacillating and indistinct an outline?,POE
"They parted; and in a smile of peculiar meaning, the teeth of the changed Berenice disclosed themselves slowly to my view.",POE
"Then came the full fury of my monomania, and I struggled in vain against its strange and irresistible influence.",POE
"I shuddered as I assigned to them in imagination a sensitive and sentient power, and even when unassisted by the lips, a capability of moral expression.",POE
"She had been seized with epilepsy in the early morning, and now, at the closing in of the night, the grave was ready for its tenant, and all the preparations for the burial were completed.",POE
"It was a fearful page in the record my existence, written all over with dim, and hideous, and unintelligible recollections.",POE
"Why then, as I perused them, did the hairs of my head erect themselves on end, and the blood of my body become congealed within my veins?",POE
He directed my attention to some object against the wall.,POE
"Men have called me mad; but the question is not yet settled, whether madness is or is not the loftiest intelligence—whether much that is glorious—whether all that is profound—does not spring from disease of thought—from moods of mind exalted at the expense of the general intellect.",POE
"She whom I loved in youth, and of whom I now pen calmly and distinctly these remembrances, was the sole daughter of the only sister of my mother long departed.",POE
"From the dim regions beyond the mountains at the upper end of our encircled domain, there crept out a narrow and deep river, brighter than all save the eyes of Eleonora; and, winding stealthily about in mazy courses, it passed away, at length, through a shadowy gorge, among hills still dimmer than those whence it had issued.",POE
"We had drawn the God Eros from that wave, and now we felt that he had enkindled within us the fiery souls of our forefathers.",POE
"No guile disguised the fervor of love which animated her heart, and she examined with me its inmost recesses as we walked together in the Valley of the Many-Colored Grass, and discoursed of the mighty changes which had lately taken place therein.",POE
"And the curse which I invoked of Him and of her, a saint in Helusion should I prove traitorous to that promise, involved a penalty the exceeding great horror of which will not permit me to make record of it here.",POE
"And Life departed from our paths; for the tall flamingo flaunted no longer his scarlet plumage before us, but flew sadly from the vale into the hills, with all the gay glowing birds that had arrived in his company.",POE
I longed for the love which had before filled it to overflowing.,POE
I wedded—nor dreaded the curse I had invoked; and its bitterness was not visited upon me.,POE
"It is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife.",AUSTEN
The business of her life was to get her daughters married: its solace was visiting and news. ] ] Mr. Bennet was among the earliest of those who waited on Mr. Bingley.,AUSTEN
"“What an excellent father you have, girls,” said she, when the door was shut.",AUSTEN
"“Oh, she is the most beautiful creature I ever beheld!",AUSTEN
But that is one great difference between us.,AUSTEN
"Darcy, on the contrary, had seen a collection of people in whom there was little beauty and no fashion, for none of whom he had felt the smallest interest, and from none received either attention or pleasure.",AUSTEN
"“That is very true,” replied Elizabeth, “and I could easily forgive his pride, if he had not mortified mine.”",AUSTEN
"If the dispositions of the parties are ever so well known to each other, or ever so similar beforehand, it does not advance their felicity in the least.",AUSTEN
"Mr. Darcy, you must allow me to present this young lady to you as a very desirable partner.",AUSTEN
"“I am astonished, my dear,” said Mrs. Bennet, “that you should be so ready to think your own children silly.",AUSTEN
People do not die of little trifling colds.,AUSTEN
"Mrs. Hurst thought the same, and added,-- “She has nothing, in short, to recommend her, but being an excellent walker.",AUSTEN
“And then you have added so much to it yourself--you are always buying books.”,AUSTEN
"Elizabeth joined them again only to say that her sister was worse, and that she could not leave her.",AUSTEN
“I assure you there is quite as much of that going on in the country as in town.”,AUSTEN
"Mr. Bingley was unaffectedly civil in his answer, and forced his younger sister to be civil also, and say what the occasion required.",AUSTEN
"He leaves out half his words, and blots the rest.”",AUSTEN
"If you and Miss Bennet will defer yours till I am out of the room, I shall be very thankful; and then you may say whatever you like of me.”",AUSTEN
"The first half hour was spent in piling up the fire, lest she should suffer from the change of room; and she removed, at his desire, to the other side of the fireplace, that she might be farther from the door.",AUSTEN
I do assure you that my intimacy has not yet taught me that.,AUSTEN
"Mrs. Bennet sent them word that they could not possibly have the carriage before Tuesday; and in her postscript it was added, that if Mr. Bingley and his sister pressed them to stay longer, she could spare them very well.",AUSTEN
"I cannot be otherwise than concerned at being the means of injuring your amiable daughters, and beg leave to apologize for it, as well as to assure you of my readiness to make them every possible amends; but of this hereafter.",AUSTEN
Mr. Bennet could not have chosen better.,AUSTEN
But I will no longer importune my young cousin.”,AUSTEN
"Mr. Collins repeated his apologies in quitting the room, and was assured, with unwearying civility, that they were perfectly needless.",AUSTEN
I hope your plans in favour of the ----shire will not be affected by his being in the neighbourhood.”,AUSTEN
"She could have added, “A young man, too, like you, whose very countenance may vouch for your being amiable.”",AUSTEN
I never heard of her existence till the day before yesterday.”,AUSTEN
"“While I can have my mornings to myself,” said she, “it is enough.",AUSTEN
"“Both,” replied Elizabeth archly; “for I have always seen a great similarity in the turn of our minds.",AUSTEN
"She said no more, and they went down the other dance and parted in silence; on each side dissatisfied, though not to an equal degree; for in Darcy’s breast there was a tolerably powerful feeling towards her, which soon procured her pardon, and directed all his anger against another.",AUSTEN
I believe him to be Lady Catherine’s nephew.,AUSTEN
She looked at Jane to see how she bore it; but Jane was very composedly talking to Bingley.,AUSTEN
"On finding Mrs. Bennet, Elizabeth, and one of the younger girls together, soon after breakfast, he addressed the mother in these words,-- “May I hope, madam, for your interest with your fair daughter Elizabeth, when I solicit for the honour of a private audience with her in the course of this morning?”",AUSTEN
"“Indeed, Mr. Collins, all praise of me will be unnecessary.",AUSTEN
I understand that Mr. Collins has made you an offer of marriage.,AUSTEN
"In a doleful voice Mrs. Bennet thus began the projected conversation:-- “Oh, Mr. Collins!”",AUSTEN
"I really do not think Georgiana Darcy has her equal for beauty, elegance, and accomplishments; and the affection she inspires in Louisa and myself is heightened into something still more interesting from the hope we dare to entertain of her being hereafter our sister.",AUSTEN
"Miss Lucas perceived him from an upper window as he walked towards the house, and instantly set out to meet him accidentally in the lane.",AUSTEN
The strangeness of Mr. Collins’s making two offers of marriage within three days was nothing in comparison of his being now accepted.,AUSTEN
The sight of Miss Lucas was odious to her.,AUSTEN
"I only want to think you perfect, and you set yourself against it.",AUSTEN
Elizabeth could not oppose such a wish; and from this time Mr. Bingley’s name was scarcely ever mentioned between them.,AUSTEN
"I am sorry to say it of them, but so it is.",AUSTEN
"They had, therefore, many acquaintance in common; and, though Wickham had been little there since the death of Darcy’s father, five years before, it was yet in his power to give her fresher intelligence of her former friends than she had been in the way of procuring.",AUSTEN
“I am not likely to leave Kent for some time.,AUSTEN
"I cannot but wonder, however, at her having any such fears now, because if he had at all cared about me, we must have met long, long ago.",AUSTEN
"Elizabeth loved absurdities, but she had known Sir William’s too long.",AUSTEN
"Oh, what hours of transport we shall spend!",AUSTEN
"“Very true, my dear, that is exactly what I say.",AUSTEN
Elizabeth’s courage did not fail her.,AUSTEN
"Elizabeth could hardly help smiling, as she assured her that had not been the case.",AUSTEN
The room in which the ladies sat was backwards.,AUSTEN
"There are few people in England, I suppose, who have more true enjoyment of music than myself, or a better natural taste.",AUSTEN
"I cannot catch their tone of conversation, or appear interested in their concerns, as I often see done.”",AUSTEN
Little more than half a day’s journey.,AUSTEN
“Do you certainly leave Kent on Saturday?” said she.,AUSTEN
“And remember that I have not much reason for supposing it to be Bingley.,AUSTEN
"He sat down for a few moments, and then getting up walked about the room.",AUSTEN
"Long before it had taken place, my opinion of you was decided.",AUSTEN
"But the person who advanced was now near enough to see her, and stepping forward with eagerness, pronounced her name.",AUSTEN
"But however this remonstrance might have staggered or delayed his determination, I do not suppose that it would ultimately have prevented the marriage, had it not been seconded by the assurance, which I hesitated not in giving, of your sister’s indifference.",AUSTEN
"I must now mention a circumstance which I would wish to forget myself, and which no obligation less than the present should induce me to unfold to any human being.",AUSTEN
"As to his real character, had information been in her power, she had never felt a wish of inquiring.",AUSTEN
"Elizabeth could not see Lady Catherine without recollecting that, had she chosen it, she might by this time have been presented to her as her future niece; nor could she think, without a smile, of what her Ladyship’s indignation would have been.",AUSTEN
"Her father, contented with laughing at them, would never exert himself to restrain the wild giddiness of his youngest daughters; and her mother, with manners so far from right herself, was entirely insensible of the evil.",AUSTEN
"He then handed her in, Maria followed, and the door was on the point of being closed, when he suddenly reminded them, with some consternation, that they had hitherto forgotten to leave any message for the ladies of Rosings.",AUSTEN
"“But I hope there is no strong attachment on either side,” said Jane.",AUSTEN
"She dreaded seeing Wickham again, and was resolved to avoid it as long as possible.",AUSTEN
"I was uncomfortable enough, I was very uncomfortable--I may say unhappy.",AUSTEN
And what sort of table do they keep?,AUSTEN
"She represented to him all the improprieties of Lydia’s general behaviour, the little advantage she could derive from the friendship of such a woman as Mrs. Forster, and the probability of her being yet more imprudent with such a companion at Brighton, where the temptations must be greater than at home.",AUSTEN
"With an air of indifference, he soon afterwards added, “How long did you say that he was at Rosings?”",AUSTEN
In that county there was enough to be seen to occupy the chief of their three weeks; and to Mrs. Gardiner it had a peculiarly strong attraction.,AUSTEN
"It was a large, handsome stone building, standing well on rising ground, and backed by a ridge of high woody hills; and in front a stream of some natural importance was swelled into greater, but without any artificial appearance.",AUSTEN
This accounted to Elizabeth for Mr. Wickham’s being among them.,AUSTEN
"Mrs. Reynolds anticipated Miss Darcy’s delight, when she should enter the room.",AUSTEN
"That he should even speak to her was amazing!--but to speak with such civility, to inquire after her family!",AUSTEN
"After walking some time in this way, the two ladies in front, the two gentlemen behind, on resuming their places, after descending to the brink of the river for the better inspection of some curious water-plant, there chanced to be a little alteration.",AUSTEN
"But, to be sure, the good lady who showed us the house did give him a most flaming character!",AUSTEN
"We have not met since the 26th of November, when we were all dancing together at Netherfield.”",AUSTEN
"Miss Darcy looked as if she wished for courage enough to join in it; and sometimes did venture a short sentence, when there was least danger of its being heard.",AUSTEN
"Mrs. Gardiner and Elizabeth talked of all that had occurred during their visit, as they returned, except what had particularly interested them both.",AUSTEN
"Could she exert herself, it would be better, but this is not to be expected; and as to my father, I never in my life saw him so affected.",AUSTEN
How are they even to be discovered?,AUSTEN
